Reg nr,Kandidaat,Kokku,Hääled välisriigist,E-hääled
438,Kai Künnis-Beres,240,2,138
446,Henry Laks,165,0,73
442,Küllike Reimaa,59,0,30
440,Ivo-Hannes Lehtsalu,37,1,19
443,Riina Pernau,33,0,15
445,Alo Kaasik,25,0,12
441,Erki Saksing,22,0,8
439,Arvo Kuiv,21,0,5
444,Taavo Savik,14,0,7
563,Eiki Nestor,1491,5,849
564,Jüri Morozov,735,1,281
566,Priit Lomp,503,1,184
565,Marika Saar,367,2,212
567,Margus Möldri,220,0,100
570,Maano Koemets,205,1,114
571,Jarno Laur,198,0,115
569,Mati Kepp,91,0,44
568,Jaan Sõrra,81,0,39
651,Peeter Lepisk,163,0,91
652,Anneli Palo,146,0,87
653,Külli Org,45,0,18
654,Tauno Laasik,44,0,26
655,Toomas Frey,41,0,14
761,Peeter Ernits,3846,30,1156
762,Raivo Põldaru,1414,13,445
765,Malle Pärn,1197,11,353
764,Kert Kingo,1082,4,364
769,Aare Rüütel,565,4,217
763,Ülle Rosin,557,2,164
767,Aivar Õun,325,1,118
766,Aivo Lill,278,3,84
768,Kristian Suve,98,0,32
886,Aleksandr Širokov,453,0,125
887,Ülle Pärl,453,1,299
888,Kadi Ploom,278,0,109
892,Evelin Pärl,131,0,80
890,Maarika Kukk,116,1,61
889,Margus Pärsik,115,0,48
894,Ronald Laarmaa,114,0,82
893,Väino Uibo,74,0,28
891,Kaare Põder,55,0,28
1012,Marika Tuus-Laul,2095,0,380
1011,Janek Mäggi,1671,1,532
1013,Jaan Õunapuu,791,2,259
1015,Peep Põdder,414,0,102
1017,Max Kaur,404,0,81
1016,Peeter Laasik,313,3,96
1014,Aare Olgo,281,2,87
1018,Andres Vään,276,0,73
1019,Tarmo Tomson,193,0,47
1057,Tiina Radionov,34,0,13
1150,Raivo Tamm,2583,2,1249
1147,Aivar Kokk,2536,0,906
1148,Eva Kams,660,1,332
1149,Tiit Lääne,498,1,211
1151,Ivar Tedrema,312,0,118
1152,Rain Sangernebo,253,0,119
1154,Aare Anderson,232,0,131
1153,Jaana Puur,144,0,65
1155,Heldur Lääne,90,0,38
197,Kuido Nõmm,430,2,231
198,Vahur Kollom,117,0,65
206,Mart Kivastik,106,0,52
204,Alvar Tipp,44,0,20
199,Heiki Lill,38,0,25
201,Laili Jõgiaas,29,0,11
202,Kristo Karu,27,0,11
200,Kaido Kallavus,22,0,12
203,Herle Gerassimova,18,1,4
205,Heino Ritsman,6,0,4
322,Urmas Klaas,6119,14,3066
324,Ants Laaneots,3053,9,1741
326,Signe Kivi,1356,5,808
327,Hele Everaus,1110,4,622
323,Margit Sutrop,1082,1,702
325,Urmas Siigur,940,1,611
328,Raimond Tamm,792,1,554
329,Airis Meier,389,3,276
330,Reno Laidre,354,0,249
331,Andrus Punt,309,0,190
447,Marko Kaasik,362,7,173
448,Rea Sepping,109,0,65
451,Inga Ploomipuu,100,0,61
453,Raul Kübarsepp,96,0,63
450,Jüri Ginter,88,0,42
455,Helle Kaasik,75,1,45
456,Merily Vakker,49,0,24
454,Ruth Tammeorg,27,0,14
452,Jaan Olari,20,0,13
449,Elmer Joandi,13,0,5
572,Heljo Pikhof,1522,6,569
581,Marju Lauristin,1172,8,666
574,Gea Kangilaski,802,10,556
573,Toomas Jürgenstein,735,4,462
577,Ott Maidre,263,2,198
576,Lemmit Kaplinski,215,1,129
575,Meelis Luht,131,0,64
578,Asko Tamme,98,0,56
579,Ants Johanson,85,0,53
580,Tõnu Ints,64,0,32
657,Mart Jüssi,320,0,199
656,Ahto Kaasik,281,1,141
770,Jaak Valge,2740,39,869
772,Indrek Särg,2223,6,542
775,Indrek Kalda,689,7,215
771,Ruuben Kaalep,566,6,183
773,Indrek Hirv,295,3,88
779,Heiki Vilep,247,0,94
778,Merike Lumi,246,4,97
777,Ain Ehari,241,6,64
776,Aare Tamm,200,4,48
774,Mareh Kalda,194,2,76
896,Kristiina Tõnnisson,775,2,489
895,Margus Tsahkna,612,3,284
897,Tanel Tein,530,1,258
900,Kadri Haller-Kikkatalo,166,1,91
903,Jaak Laineste,153,0,114
898,Pille Tsopp-Pagan,130,0,80
899,Jüri-Ott Salm,106,0,64
901,Ismail Mirzojev,87,0,52
902,Karin Jõks,59,0,25
904,Kirill Avdejev,59,0,16
1020,Aadu Must,2370,3,554
1021,Jaan Toots,871,0,153
1026,Jelena Frunze,732,1,219
1027,Nikolai Põdramägi,683,1,61
1023,Vladimir Šokman,383,2,59
1028,Irina Panova,335,0,44
1024,Marina Riisalu,202,1,50
1025,Viktor Trasberg,200,0,60
1022,Monica Rand,164,1,47
1029,Madis Lepajõe,159,2,62
1058,Viivi-Helbe Peljuhhovska,30,0,9
1156,Tõnis Lukas,2506,8,1081
1158,Mihhail Lotman,1086,8,549
1157,Lauri Vahtre,876,5,430
1159,Eva-Liisa Luhamets,277,1,137
1160,Anneli Kannus,221,2,122
1165,Kaspar Kokk,145,0,76
1161,Priit Humal,141,1,80
1163,Friedrich Kaasik,75,1,48
1164,Tarvo Siilaberg,56,0,28
1162,Jaan Vaiksaar,33,0,15
207,Kaul Nurm,222,0,91
208,Marika Parv,157,0,60
211,Annika Toots,59,0,27
210,Üllar Vana,40,0,14
209,Urmas Ott,33,0,15
212,Kati Kongo,22,0,8
216,Kristi Varul,21,0,10
213,Tõnis Lukats,19,0,4
214,Urmet Külaots,19,0,5
215,Mihkel Mällo,14,0,2
332,Hanno Pevkur,3595,5,1937
333,Liina Kersna,2343,7,1270
334,Maido Ruusmann,1093,1,447
335,Andrus Seeme,764,1,407
337,Aivar Rosenberg,512,0,250
338,Margus Lepik,449,0,224
339,Ülo Needo,428,0,190
340,Anti Haugas,379,0,234
341,Peeter Sibul,302,2,142
336,Einike Mölder,164,0,86
457,Inga Raitar,269,1,124
458,Zoja Mellov,63,0,41
460,Stina Rammul,28,0,15
459,Arvi Matvei,19,0,10
465,Eve Roots,16,0,7
462,Harri Tilk,13,0,5
463,Moonika Malmre,12,0,7
461,Margarita Randviir,9,0,7
466,Meidi Tiimus,6,0,2
464,Piret Käige,5,0,1
582,Ivari Padar,1457,4,614
591,Anti Allas,789,2,294
585,Kalvi Kõva,605,1,246
584,Rein Randver,499,1,160
586,Inara Luigas,404,1,195
583,Sirje Tobreluts,401,3,147
590,Kaupo Kutsar,315,0,134
589,Tarmo Tamm,268,0,88
587,Rein Järvelill,216,0,90
588,Maire Murumaa,80,0,47
658,Rainer Kuuba,416,0,224
659,Airi Hallik-Konnula,141,2,82
666,Ülle Kauksi,126,0,49
661,Eda Veeroja,85,0,50
663,Oliver Loode,43,0,31
665,Rein Lepp,40,0,14
662,Lilian Freiberg,24,0,20
660,Alexander Linnamäe,18,0,12
664,Rein Einasto,12,0,4
780,Uno Kaskpeit,3802,48,1116
781,Merry Aart,1245,12,330
782,Tiit Kala,1033,3,301
784,Indrek Käo,991,3,317
786,Ants Taul,814,11,316
787,Kalmar Luisk,786,5,227
789,Jüri Kaver,716,12,246
783,Arno Sild,575,17,185
788,Meelis Aianurm,480,5,162
785,Gaius Gil,202,3,54
905,Igor Taro,1007,2,507
906,Einar Visnapuu,260,0,135
914,Epp Petrone,139,1,69
909,Merlis Pajustik,118,0,62
911,Mikk Mäesaar,90,1,23
908,Krista Sildoja,77,0,40
913,Herko Sunts,74,0,53
907,Are Selge,72,0,34
912,Katrin Jõgeva,43,0,17
910,Margit Lail,29,0,13
1030,Tarmo Tamm,2824,1,717
1033,Ester Karuse,1665,2,392
1031,Anneli Ott,1474,2,324
1032,Heimar Lenk,1176,1,191
1039,Ülo Tulik,559,0,150
1035,Janika Usin,450,0,149
1034,Andre Laine,326,0,129
1037,Ülle Juht,325,3,80
1036,Jaanus Raidal,242,0,59
1038,Jüri Saar,156,0,33
1166,Priit Sibul,1406,4,542
1168,Meelis Mõttus,644,1,264
1169,Ulla Preeden,510,1,259
1167,Merle Jääger,474,1,226
1170,Kurmet Müürsepp,273,0,136
1175,Monika Rogenbaum,271,0,121
1171,Arne Tilk,224,0,111
1172,Kalle Vister,169,0,76
1173,Toomas Piirmann,135,0,58
1174,Ain Pajo,47,0,28
1194,Üllar Kruustik,112,0,47
1195,Tanel Häidkind,61,0,21
217,Toomas Alatalu,190,1,67
218,Heli Künnapas,151,0,62
219,Elmo Joa,49,0,26
221,Allar Sau,28,0,16
223,Ülle Orav,19,2,7
220,Fredy Vabrit,18,0,9
225,Rein Prins,14,0,7
222,Dandy Rosenberg,9,0,6
224,Jürgen Post,3,1,0
342,Toomas Kivimägi,5202,12,2659
343,Annely Akkermann,2397,8,1233
344,Jüri Jaanson,1139,7,566
348,Marika Valter,526,2,302
345,Toomas Rõhu,421,0,212
350,Jüri Lebedev,372,3,217
347,Andres Mõis,289,3,165
349,Madis Koit,268,1,155
346,Meeli Pärna,246,0,150
467,Krister Kivi,246,3,108
469,Mikk Pärnits,52,0,31
475,Tiia Kõnnussaar,50,0,26
471,Anu Paluoja,36,1,20
474,Krista Lehari,34,0,23
473,Johannes Sarapuu,30,0,13
470,Tiina Kilkson,26,0,5
468,Margit Adorf,19,0,12
472,Sven Arulaid,13,1,5
592,Indrek Tarand,1061,3,499
596,Madis Veskimägi,429,0,155
593,Kadri-Aija Viik,358,3,161
594,Kalev Kaljuste,352,0,148
595,Mercedes Merimaa,192,2,91
598,Tatjana Jaanson,130,1,60
600,Jaan Krinal,100,0,45
599,Anet Tomašpolskaja,86,0,61
597,Reelika Rüütli,72,0,48
667,Mati Kose,270,2,146
668,Aivar Ruukel,149,0,94
671,Tauno Jürgenstein,84,1,38
669,Grete Pertel,39,0,28
670,Kersti Reppo,39,1,14
673,Thea Perm,39,0,21
672,Teho Paulus,4,0,2
790,Mart Helme,9170,84,2587
791,Alar Laneman,673,4,209
793,Helle Kullerkupp,410,3,117
796,Meelis Malk,312,1,114
797,Kaidi Suviste,239,2,82
798,Siimo Lopsik,234,0,91
792,Heldur Paulson,204,0,50
794,Edmond Penu,174,6,45
795,Robert Kiviselg,159,0,64
915,Kadri Tali,872,6,458
916,Janno Kuldkepp,159,2,63
920,Mati Tiimus,116,0,58
923,Toomas Pajula,67,0,33
917,Sirje Niitra,64,1,35
918,Tarmo Valgepea,56,0,20
919,Sigrit Roosileht,22,1,15
922,Monika Siruli,22,0,11
921,Jevgeni Gorlevski,12,0,4
1040,Kadri Simson,5741,11,1410
1042,Marko Šorin,686,0,178
1041,Mikk Pikkmets,585,1,218
1048,Hillar Talvik,277,0,50
1047,Avo Keel,180,0,69
1043,Krista Nõmm,139,0,40
1044,Ardo Aasa,106,0,32
1045,Ants Lopsik,102,0,19
1046,Andres Annast,97,0,30
1059,Vjatšeslav Makaronski,41,1,11
1176,Andres Metsoja,2228,4,973
1178,Lauri Luur,663,3,300
1177,Ela Tomson,501,6,195
1181,Kuno Erkmann,367,0,181
1179,Siim Suursild,301,1,135
1183,Urmas Aava,284,0,92
1180,Meelis Kukk,279,1,132
1182,Jaanus Põldmaa,278,0,131
1184,Aare Arva,144,1,63
